1730,花仙子,57.7,價太高了,41.60,46.41,52.00,4.50%
4711,永純,16.35,高於合理價,13.60,15.17,17.00,5.19%
1710,東聯,20.15,價太高了,13.76,15.35,17.20,4.26%
1717,長興,29.1,高於合理價,24.64,27.48,30.80,5.29%
1723,中碳,118.5,價太高了,87.52,97.63,109.40,4.61%
1726,永記,75.6,價太高了,58.40,65.15,73.00,4.82%
1102,亞泥,41.45,高於合理價,35.04,39.09,43.80,5.28%
1101,<optionvalue="1101">台泥,34.85,低於低價,38.88,43.37,48.60,6.97%
3260,威剛,103,價太高了,52.16,58.19,65.20,3.16%
5487,通泰,28.9,高於合理價,25.44,28.38,31.80,5.50%
2330,台積電,593,價太高了,68.00,75.86,85.00,.71%
3034,聯詠,517,價太高了,209.60,233.83,262.00,2.53%
9945,潤泰新,37.75,低於低價,56.48,63.01,70.60,9.35%
6184,大豐電,51.6,價太高了,37.92,42.30,47.40,4.59%
9904,寶成,30.9,價太高了,21.92,24.45,27.40,4.43%
9940,信義,29.95,低於低價,33.92,37.84,42.40,7.07%
9910,豐泰,175,價太高了,77.12,86.03,96.40,2.75%
9930,中聯資源,57.6,價太高了,43.36,48.37,54.20,4.70%
9942,茂順,134.5,價太高了,67.20,74.97,84.00,3.12%
9917,中保科,117,價太高了,64.80,72.29,81.00,3.46%
9924,福興,47.85,價太高了,36.96,41.23,46.20,4.82%
9941,<optionvalue="9941">裕融,186,價太高了,85.92,95.85,107.40,2.88%
9925,新保,40.35,價太高了,31.36,34.98,39.20,4.85%
6201,亞弘電,55.4,價太高了,38.24,42.66,47.80,4.31%
6151,晉倫,26.9,低於低價,27.20,30.34,34.00,6.31%
6505,台塑化,80.7,價太高了,51.20,57.12,64.00,3.96%
8926,台汽電,40.25,價太高了,23.36,26.06,29.20,3.62%
9908,大台北,32.7,價太高了,16.80,18.74,21.00,3.21%
9918,欣天然,40.95,價太高了,20.48,22.84,25.60,3.12%
8917,欣泰,65.4,價太高了,26.08,29.09,32.60,2.49%
9926,新海,56,價太高了,26.88,29.98,33.60,3.00%
9931,欣高,39.55,價太高了,21.28,23.74,26.60,3.36%
8908,欣雄,58.3,價太高了,26.40,29.45,33.00,2.83%
2880,華南金,22.35,價太高了,16.64,18.56,20.80,4.65%
2881,<optionvalue="2881">富邦金,64.8,價太高了,38.08,42.48,47.60,3.67%
2882,<optionvalue="2882">國泰金,45.75,價太高了,34.08,38.02,42.60,4.65%
2892,第一金,27.4,價太高了,19.36,21.59,24.20,4.41%
2820,華票,15.1,高於合理價,12.48,13.92,15.60,5.16%
2886,兆豐金,39.2,價太高了,23.36,26.06,29.20,3.72%
2535,達欣工,44.1,價太高了,29.28,32.66,36.60,4.14%
2538,基泰,15.7,在合理價以內,15.36,17.13,19.20,6.11%
5511,德昌,72.1,價太高了,31.52,35.16,39.40,2.73%
1216,統一,74.5,價太高了,41.44,46.23,51.80,3.47%
1232,大統益,142.5,價太高了,77.76,86.75,97.20,3.41%
1434,福懋,25.2,在合理價以內,23.36,26.06,29.20,5.79%
1451,年興,18.9,低於低價,21.12,23.56,26.40,6.98%
1402,遠東新,31.2,價太高了,21.60,24.09,27.00,4.32%
5604,中連,44.15,低於低價,55.84,62.29,69.80,7.90%
3045,台灣大,98.6,高於合理價,83.68,93.35,104.60,5.30%
4904,遠傳,79.8,價太高了,57.12,63.72,71.40,4.47%
2412,中華電,120,價太高了,76.00,84.78,95.00,3.95%
2535,達欣工,44.1,價太高了,29.28,32.66,36.60,4.14%
2912,統一超,269.5,價太高了,150.08,167.43,187.60,3.48%
1303,南亞,66.5,高於合理價,55.36,61.76,69.20,5.20%
1301,台塑,79.2,高於合理價,63.84,71.22,79.80,5.03%
1326,台化,62.3,在合理價以內,60.80,67.83,76.00,6.09%
6189,<optionvalue="6189">豐藝,58.1,價太高了,42.72,47.65,53.40,4.59%
2347,聯強,70.2,價太高了,41.92,46.76,52.40,3.73%
6126,<optionvalue="6126">信音,31.15,價太高了,10.24,11.42,12.80,2.05%
