112000029,112/04/10^06,23,29,04,34,19,07
112000028,112/04/06^21,24,05,15,08,26,05
112000027,112/04/03^26,17,34,22,35,19,05
112000026,112/03/30^01,38,26,33,12,17,05
112000025,112/03/27^22,30,09,28,12,18,05
112000024,112/03/23^02,12,11,10,33,36,06
112000023,112/03/20^38,06,20,09,29,36,03
112000022,112/03/16^03,06,23,21,16,22,01
112000021,112/03/13^21,34,16,11,30,10,03
