2301,光寶科,66.4,價太高了,43.68,48.73,54.60,4.11%
1301,台塑,88.9,價太高了,63.84,71.22,79.80,4.48%
1402,遠東新,32.7,價太高了,21.60,24.09,27.00,4.12%
2538,基泰,13,低於低價,15.36,17.13,19.20,7.38%
2395,研華,346,價太高了,108.32,120.84,135.40,1.95%
5604,中連,55.6,低於低價,55.84,62.29,69.80,6.27%
5511,德昌,30.5,低於低價,31.52,35.16,39.40,6.45%
2382,廣達,75.9,高於合理價,66.40,74.07,83.00,5.46%
1326,台化,72.6,高於合理價,60.80,67.83,76.00,5.23%
8255,朋程,176,價太高了,80.80,90.14,101.00,2.86%
3045,台灣大,95.1,高於合理價,83.68,93.35,104.60,5.49%
6189,<optionvalue="6189">豐藝,38.75,低於低價,42.72,47.65,53.40,6.89%
1216,統一,67.1,價太高了,41.44,46.23,51.80,3.85%
4904,遠傳,66.5,高於合理價,57.12,63.72,71.40,5.36%
2347,聯強,61.3,價太高了,41.92,46.76,52.40,4.27%
2103,台橡,28,價太高了,21.12,23.56,26.40,4.71%
1232,大統益,144.5,價太高了,77.76,86.75,97.20,3.36%
2412,中華電,112.5,價太高了,76.00,84.78,95.00,4.22%
6126,信音,20.55,價太高了,10.24,11.42,12.80,3.11%
8930,青鋼,17.25,價太高了,12.48,13.92,15.60,4.52%
3090,日電貿,54.8,高於合理價,48.00,53.55,60.00,5.47%
2535,達欣工,30.8,在合理價以內,29.28,32.66,36.60,5.94%
1434,福懋,27.2,高於合理價,23.36,26.06,29.20,5.36%
2006,東和鋼鐵,57,價太高了,29.44,32.84,36.80,3.22%
1451,年興,21.3,在合理價以內,21.12,23.56,26.40,6.19%
1730,花仙子,55.1,價太高了,41.60,46.41,52.00,4.71%
4711,永純,15.05,在合理價以內,13.60,15.17,17.00,5.64%
1710,東聯,18.85,價太高了,13.76,15.35,17.20,4.56%
1717,長興,32.5,價太高了,24.64,27.48,30.80,4.73%
1723,中碳,108.5,高於合理價,87.52,97.63,109.40,5.04%
1726,永記,71,高於合理價,58.40,65.15,73.00,5.14%
1102,亞泥,42.65,高於合理價,35.04,39.09,43.80,5.13%
1101,<optionvalue="1101">台泥,36.75,低於低價,38.88,43.37,48.60,6.61%
3260,威剛,65,高於合理價,52.16,58.19,65.20,5.01%
5487,通泰,25.2,低於低價,25.44,28.38,31.80,6.30%
2330,台積電,530,價太高了,77.60,86.57,97.00,.91%
3034,聯詠,353.5,價太高了,209.60,233.83,262.00,3.70%
9945,潤泰新,45.3,低於低價,56.48,63.01,70.60,7.79%
6184,大豐電,48.65,價太高了,37.92,42.30,47.40,4.87%
9904,寶成,33.85,價太高了,21.92,24.45,27.40,4.04%
9940,信義,27.55,低於低價,33.92,37.84,42.40,7.69%
9910,豐泰,197,價太高了,77.12,86.03,96.40,2.44%
9930,中聯資源,47,在合理價以內,43.36,48.37,54.20,5.76%
9942,茂順,111,價太高了,67.20,74.97,84.00,3.78%
9917,中保科,99.9,價太高了,64.80,72.29,81.00,4.05%
9924,福興,42.5,高於合理價,36.96,41.23,46.20,5.43%
9941,<optionvalue="9941">裕融,172.5,價太高了,85.92,95.85,107.40,3.11%
9925,新保,39.9,價太高了,31.36,34.98,39.20,4.91%
6201,亞弘電,39.9,在合理價以內,38.24,42.66,47.80,5.98%
6151,晉倫,26.4,低於低價,27.20,30.34,34.00,6.43%
6505,台塑化,82.7,價太高了,51.20,57.12,64.00,3.86%
8926,台汽電,34.7,價太高了,23.36,26.06,29.20,4.20%
9908,大台北,31.05,價太高了,16.80,18.74,21.00,3.38%
9918,欣天然,42.3,價太高了,20.48,22.84,25.60,3.02%
8917,欣泰,89.7,價太高了,26.08,29.09,32.60,1.81%
9926,新海,51.8,價太高了,26.88,29.98,33.60,3.24%
9931,欣高,39.4,價太高了,21.28,23.74,26.60,3.37%
8908,欣雄,70.5,價太高了,26.40,29.45,33.00,2.34%
2880,華南金,22.9,價太高了,16.64,18.56,20.80,4.54%
2881,<optionvalue="2881">富邦金,60,價太高了,38.08,42.48,47.60,3.96%
1730,花仙子,55.8,價太高了,41.60,46.41,52.00,4.65%
4711,永純,15,在合理價以內,13.60,15.17,17.00,5.66%
1710,東聯,18.75,價太高了,13.76,15.35,17.20,4.58%
1717,長興,32.05,價太高了,24.64,27.48,30.80,4.80%
1723,中碳,111.5,價太高了,87.52,97.63,109.40,4.90%
1726,永記,71.9,高於合理價,58.40,65.15,73.00,5.07%
1102,亞泥,44.1,價太高了,35.04,39.09,43.80,4.96%
1101,<optionvalue="1101">台泥,37.8,低於低價,38.88,43.37,48.60,6.42%
3260,威剛,66.5,價太高了,52.16,58.19,65.20,4.90%
5487,通泰,25.2,低於低價,25.44,28.38,31.80,6.30%
